budget,revenue,content_score,user_score,genres,director,release_year,release_month,release_day,release_weekday,run_time (in minuts),title,url
150000000.0,430238384.0,100,79,"Action,Adventure,Fantasy",Destin Daniel Cretton,2021,9,3,4,132,Shang-Chi and the Legend of the Ten Rings,https://www.themoviedb.org//movie/566525-shang-chi-and-the-legend-of-the-ten-rings
242000000.0,708000000.0,100,76,"Adventure,Action,Thriller",Cary Joji Fukunaga,2021,9,30,3,163,No Time to Die,https://www.themoviedb.org//movie/370172-no-time-to-die
110000000.0,424000000.0,100,68,"Science Fiction,Action,Adventure",Kelly Marcel,2021,10,1,4,97,Venom: Let There Be Carnage,https://www.themoviedb.org//movie/580489-venom-let-there-be-carnage
nan,nan,100,82,"Science Fiction,Drama,Adventure",Miguel Sapochnik,2021,11,4,3,115,Finch,https://www.themoviedb.org//movie/522402-finch
nan,nan,100,57,"Action,Thriller,Science Fiction",Edward Drake,2021,12,16,3,108,Apex,https://www.themoviedb.org//movie/763164-apex
14000000.0,19000000.0,100,73,"Romance,Drama",Castille Landon,2021,9,30,3,99,After We Fell,https://www.themoviedb.org//movie/744275-after-we-fell
165000000.0,352769291.0,100,80,"Science Fiction,Adventure",Denis Villeneuve,2021,10,22,4,155,Dune,https://www.themoviedb.org//movie/438631-dune
nan,nan,100,69,"Action,Crime,Thriller",Shay Hatten,2021,10,29,4,127,Army of Thieves,https://www.themoviedb.org//movie/796499-army-of-thieves
200000000.0,282417282.0,100,71,"Action,Adventure,Science Fiction",Chloé Zhao,2021,11,5,4,157,Eternals,https://www.themoviedb.org//movie/524434-eternals
nan,nan,100,67,Western,Jeymes Samuel,2021,10,22,4,139,The Harder They Fall,https://www.themoviedb.org//movie/618162-the-harder-they-fall
110000000.0,331096766.0,100,78,"Comedy,Action,Adventure,Science Fiction",Matt Lieberman,2021,9,17,4,115,Free Guy,https://www.themoviedb.org//movie/550988-free-guy
250000.0,nan,100,59,"War,History,Drama,Adventure",Izu Ojukwu,2021,11,4,3,120,Amina,https://www.themoviedb.org//movie/885110-amina
nan,22000000.0,100,81,"Animation,Comedy,Family",Norman Bridwell,2021,11,10,2,97,Clifford the Big Red Dog,https://www.themoviedb.org//movie/585245-clifford-the-big-red-dog
nan,nan,93,82,"Animation,Action",Takayuki Hamana,2021,7,2,4,nan,The Seven Deadly Sins: Cursed by Light,https://www.themoviedb.org//movie/843241-the-seven-deadly-sins-cursed-by-light
116000000.0,855013954.0,100,68,"Science Fiction,Action",Todd McFarlane,2018,10,5,4,112,Venom,https://www.themoviedb.org//movie/335983-venom
nan,nan,100,43,Thriller,Doron Paz,2021,12,9,3,109,Plan A,https://www.themoviedb.org//movie/714968-plan-a
nan,nan,100,39,"Horror,Thriller,Comedy",Bartosz M. Kowalski,2021,10,27,2,96,Nobody Sleeps in the Woods Tonight 2,https://www.themoviedb.org//movie/871964-nobody-sleeps-in-the-woods-tonight-2
nan,nan,100,60,Horror,Alexandre Bustillo,2021,6,30,2,85,The Deep House,https://www.themoviedb.org//movie/672582-the-deep-house
200000000.0,nan,100,69,"Action,Comedy,Crime,Thriller",Rawson Marshall Thurber,2021,11,5,4,115,Red Notice,https://www.themoviedb.org//movie/512195-red-notice
nan,105000000.0,100,73,"Animation,Comedy,Family",Benji Samit,2021,10,1,4,93,The Addams Family 2,https://www.themoviedb.org//movie/639721-the-addams-family-2
30000000.0,344931.0,100,65,"Action,Thriller,Crime",Navot Papushado,2021,7,14,2,114,Gunpowder Milkshake,https://www.themoviedb.org//movie/574060-gunpowder-milkshake
20000000.0,127000000.0,100,69,"Horror,Thriller",David Gordon Green,2021,10,15,4,105,Halloween Kills,https://www.themoviedb.org//movie/610253-halloween-kills
nan,nan,100,71,"Crime,Action,Thriller",Jaume Balagueró,2021,3,26,4,118,The Vault,https://www.themoviedb.org//movie/630004-the-vault
200000000.0,49010641.0,100,80,"Animation,Comedy,Family,Fantasy",Enrico Casarosa,2021,6,17,3,95,Luca,https://www.themoviedb.org//movie/508943-luca
nan,nan,86,53,Horror,Andres Beltran,2021,7,29,3,nan,Tarumama,https://www.themoviedb.org//movie/775943-tarumama
nan,nan,100,63,"Action,Thriller",Kirk Caouette,2021,3,5,4,88,American Badger,https://www.themoviedb.org//movie/768449-american-badger
200000000.0,213644366.0,100,77,"Adventure,Fantasy,Comedy,Action",Jaume Collet-Serra,2021,9,24,4,127,Jungle Cruise,https://www.themoviedb.org//movie/451048-jungle-cruise
82000000.0,112000000.0,100,77,"Animation,Comedy,Adventure,Family",Michael McCullers,2021,7,2,4,107,The Boss Baby: Family Business,https://www.themoviedb.org//movie/459151-the-boss-baby-family-business
88000000.0,36964325.0,100,68,"Action,Adventure",Evan Spiliotopoulos,2021,7,23,4,121,Snake Eyes: G.I. Joe Origins,https://www.themoviedb.org//movie/568620-snake-eyes-g.i.-joe-origins
15800000.0,503063688.0,93,84,"Animation,Action,Adventure,Fantasy",Haruo Sotozaki,2021,8,13,4,117,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,https://www.themoviedb.org//movie/635302-demon-slayer--kimetsu-no-yaiba--the-movie-mugen-train
8400000.0,27658331.0,100,71,"Fantasy,Adventure,Comedy",Dmitriy Dyachenko,2021,1,1,4,120,The Last Warrior: Root of Evil,https://www.themoviedb.org//movie/589754-the-last-warrior-root-of-evil
nan,nan,100,70,"Animation,Action,Adventure,Science Fiction",George Pérez,2020,8,4,1,87,Deathstroke: Knights & Dragons - The Movie,https://www.themoviedb.org//movie/703771-deathstroke-knights-&-dragons---the-movie
5000000.0,nan,100,57,"Science Fiction,Thriller,Mystery",Andrew Baird,2021,9,3,4,98,Zone 414,https://www.themoviedb.org//movie/675319-zone-414
nan,nan,100,nan,"Action,Adventure,Science Fiction",Stan Lee,2021,12,17,4,nan,Spider-Man: No Way Home,https://www.themoviedb.org//movie/634649-spider-man-no-way-home
180000000.0,167381210.0,100,78,"Action,Adventure,Fantasy,Comedy",James Gunn,2021,8,6,4,132,The Suicide Squad,https://www.themoviedb.org//movie/436969-the-suicide-squad
200000000.0,721077945.0,100,74,"Action,Crime,Thriller",Justin Lin,2021,6,25,4,143,F9,https://www.themoviedb.org//movie/385128-f9
nan,nan,100,51,"Comedy,Family",Mick Davis,2021,11,7,6,105,Father Christmas Is Back,https://www.themoviedb.org//movie/762469-father-christmas-is-back
nan,8115215.0,100,68,"Action,Crime,Thriller",Martin Campbell,2021,8,20,4,109,The Protégé,https://www.themoviedb.org//movie/645788-the-protégé
200000000.0,378328978.0,100,76,"Action,Adventure,Science Fiction",Cate Shortland,2021,7,9,4,134,Black Widow,https://www.themoviedb.org//movie/497698-black-widow
nan,nan,100,57,"Crime,Comedy,Science Fiction",Piotr Mularuk,2021,6,18,4,104,In for a Murder,https://www.themoviedb.org//movie/846167-in-for-a-murder
nan,nan,100,65,Horror,Steven Lawson,2021,6,28,0,85,Ripper Untold,https://www.themoviedb.org//movie/820511-ripper-untold
nan,nan,100,56,"Comedy,Crime",Vinicius Videla,2021,10,22,4,67,Peçanha Contra o Animal,https://www.themoviedb.org//movie/879163-peçanha-contra-o-animal
nan,nan,100,68,"Action,Comedy,Thriller,Horror",Tommy Wirkola,2021,7,30,4,113,The Trip,https://www.themoviedb.org//movie/760747-the-trip
26000000.0,121000000.0,100,77,"Animation,Family,Adventure,Comedy",Cal Brunker,2021,8,20,4,86,PAW Patrol: The Movie,https://www.themoviedb.org//movie/675445-paw-patrol-the-movie
nan,nan,100,62,"Horror,Fantasy,Mystery",Scott Jeffrey,2021,6,15,1,88,Dragon Fury,https://www.themoviedb.org//movie/839436-dragon-fury
nan,nan,100,59,Horror,William Brent Bell,2021,4,30,4,107,Separation,https://www.themoviedb.org//movie/760195-separation
nan,nan,64,79,"Action,Comedy,Adventure",Alejandro Lozano,2021,10,1,4,nan,Matando Cabos 2: La Máscara del Máscara,https://www.themoviedb.org//movie/772436-matando-cabos-2-la-máscara-del-máscara
161900000.0,148810604.0,100,73,"Animation,Comedy,Family,Science Fiction",Tony Rettenmaier,2021,7,16,4,115,Space Jam: A New Legacy,https://www.themoviedb.org//movie/379686-space-jam-a-new-legacy
nan,nan,50,60,"Thriller,TV Movie",unknown,2021,7,8,3,86,Next-Door Nightmare,https://www.themoviedb.org//movie/854442-next-door-nightmare
nan,nan,93,73,Action,Qing Guo,2021,5,6,3,97,Crazy Fist,https://www.themoviedb.org//movie/859041-crazy-fist
200000000.0,233274812.0,100,83,"Comedy,Crime",Craig Gillespie,2021,5,28,4,134,Cruella,https://www.themoviedb.org//movie/337404-cruella
nan,nan,100,64,"Thriller,Horror",Aaron Fjellman,2021,1,26,1,81,Caged,https://www.themoviedb.org//movie/777620-caged
20000000.0,83601013.0,100,73,"Action,Fantasy,Adventure",Greg Russo,2021,4,23,4,110,Mortal Kombat,https://www.themoviedb.org//movie/460465-mortal-kombat
nan,nan,100,49,"Horror,Thriller",Neill Blomkamp,2021,8,20,4,104,Demonic,https://www.themoviedb.org//movie/774021-demonic
nan,nan,100,62,"Thriller,Drama,Horror",Matt Angel,2021,10,27,2,88,Hypnotic,https://www.themoviedb.org//movie/864873-hypnotic
nan,nan,100,0,"Adventure,Animation,Comedy,Family,Fantasy,Music",Jared Bush,2021,11,24,2,99,Encanto,https://www.themoviedb.org//movie/568124-encanto
nan,nan,100,73,Animation,Phil Weinstein,2021,10,8,4,46,Mickey's Tale of Two Witches,https://www.themoviedb.org//movie/864388-mickey's-tale-of-two-witches
nan,nan,100,80,"Animation,Science Fiction,Fantasy,Action",Ernie Altbacker,2021,10,9,5,78,Injustice,https://www.themoviedb.org//movie/831405-injustice
200000000.0,nan,100,81,"Action,Science Fiction,Adventure",Chris McKay,2021,7,2,4,138,The Tomorrow War,https://www.themoviedb.org//movie/588228-the-tomorrow-war
20000000.0,nan,100,44,Science Fiction,Edward Drake,2021,3,12,4,88,Cosmic Sin,https://www.themoviedb.org//movie/681887-cosmic-sin
40000000.0,103966489.0,100,78,"Action,Crime,Thriller",Guy Ritchie,2021,5,7,4,119,Wrath of Man,https://www.themoviedb.org//movie/637649-wrath-of-man
nan,nan,100,66,"Crime,Drama,Thriller",Türkan Derya,2021,10,8,4,104,Grudge,https://www.themoviedb.org//movie/874948-grudge
14479740.0,nan,100,77,Thriller,Cédric Jimenez,2021,8,18,2,105,The Stronghold,https://www.themoviedb.org//movie/637534-the-stronghold
18000000.0,89500000.0,100,67,"Thriller,Horror",M. Night Shyamalan,2021,7,23,4,108,Old,https://www.themoviedb.org//movie/631843-old
nan,11620603.0,100,68,"Crime,Drama",David Chase,2021,10,1,4,120,The Many Saints of Newark,https://www.themoviedb.org//movie/524369-the-many-saints-of-newark
nan,nan,93,20,"TV Movie,Thriller",Sam Fichtner,2021,7,10,5,85,Framed by My Husband,https://www.themoviedb.org//movie/849938-framed-by-my-husband
nan,nan,93,20,"Animation,TV Movie,Action,Comedy,Fantasy",Jeremy Adams,2021,9,9,3,45,LEGO Monkie Kid: A Hero Is Born,https://www.themoviedb.org//movie/852663-lego-monkie-kid-a-hero-is-born
nan,nan,100,72,"Animation,Adventure",Tetsuo Yajima,2020,12,25,4,98,Pokémon the Movie: Secrets of the Jungle,https://www.themoviedb.org//movie/662708-pokémon-the-movie-secrets-of-the-jungle
70000000.0,657000000.0,100,84,"Action,Adventure,Fantasy,Science Fiction",Zack Snyder,2021,3,18,3,242,Zack Snyder's Justice League,https://www.themoviedb.org//movie/791373-zack-snyder's-justice-league
nan,nan,100,76,"Animation,Comedy,Music,Family",Mark Baldo,2021,6,24,3,90,Rock Dog 2: Rock Around the Park,https://www.themoviedb.org//movie/812204-rock-dog-2-rock-around-the-park
215000000.0,757930663.0,100,66,"Action,Adventure,Fantasy",James Vanderbilt,2012,6,29,4,136,The Amazing Spider-Man,https://www.themoviedb.org//movie/1930-the-amazing-spider-man
nan,nan,100,68,"Science Fiction,Action,Thriller",Antoine Fuqua,2021,9,9,3,106,Infinite,https://www.themoviedb.org//movie/581726-infinite
nan,nan,71,80,"Animation,Comedy,Family,Adventure",Thomas Astruc,2021,5,15,5,52,Miraculous World: Shanghai – The Legend of Ladydragon,https://www.themoviedb.org//movie/726684-miraculous-world-shanghai-–-the-legend-of-ladydragon
nan,nan,100,72,"Adventure,Animation,Family,Fantasy",Richard Claus,2021,2,9,1,84,Ainbo: Spirit of the Amazon,https://www.themoviedb.org//movie/588921-ainbo-spirit-of-the-amazon
10000000.0,45000000.0,100,76,"Thriller,Horror",Rodo Sayagues,2021,9,17,4,98,Don't Breathe 2,https://www.themoviedb.org//movie/482373-don't-breathe-2
38504400.0,3310000.0,93,67,"Action,Adventure,Fantasy",Roy Chow Hin-Yeung,2021,4,29,3,118,Dynasty Warriors,https://www.themoviedb.org//movie/525660-dynasty-warriors
nan,nan,100,56,Comedy,Carlos Therón,2021,6,24,3,90,Undercover Wedding Crashers,https://www.themoviedb.org//movie/613098-undercover-wedding-crashers
200000000.0,467863133.0,100,79,"Action,Adventure,Fantasy",Adam Wingard,2021,3,24,2,113,Godzilla vs. Kong,https://www.themoviedb.org//movie/399566-godzilla-vs.-kong
nan,nan,100,71,"Action,Drama,Crime",Shawn Welling,2021,1,22,4,93,Narco Sub,https://www.themoviedb.org//movie/706972-narco-sub
39000000.0,199166992.0,100,78,"Horror,Mystery,Thriller",David Leslie Johnson-McGoldrick,2021,6,4,4,111,The Conjuring: The Devil Made Me Do It,https://www.themoviedb.org//movie/423108-the-conjuring-the-devil-made-me-do-it
nan,nan,100,80,"Animation,Action,Drama,Science Fiction",Shuko Murase,2021,6,11,4,96,Mobile Suit Gundam Hathaway,https://www.themoviedb.org//movie/685274-mobile-suit-gundam-hathaway
nan,nan,100,69,Action,Brian Andrew Mendoza,2021,8,18,2,110,Sweet Girl,https://www.themoviedb.org//movie/619297-sweet-girl
nan,nan,50,30,Animation,unknown,2020,10,31,5,nan,LEGO Hidden Side: Night of the Harbinger,https://www.themoviedb.org//movie/891657-lego-hidden-side-night-of-the-harbinger
18000000.0,76981630.0,100,74,"Horror,Action,Thriller",James DeMonaco,2021,7,2,4,103,The Forever Purge,https://www.themoviedb.org//movie/602223-the-forever-purge
nan,nan,100,67,Action,Hicham Hajji,2021,1,8,4,100,Redemption Day,https://www.themoviedb.org//movie/767304-redemption-day
nan,nan,100,73,"Animation,Family",Alex Kamb,2021,10,8,4,47,LOL Surprise: The Movie,https://www.themoviedb.org//movie/882206-lol-surprise-the-movie
100000000.0,130000000.0,100,81,"Family,Fantasy,Animation,Action,Adventure",Carlos López Estrada,2021,3,5,4,107,Raya and the Last Dragon,https://www.themoviedb.org//movie/527774-raya-and-the-last-dragon
nan,42000000.0,100,73,"Romance,Drama",Roger Kumble,2020,9,2,2,105,After We Collided,https://www.themoviedb.org//movie/613504-after-we-collided
nan,nan,71,83,"Animation,Family,Comedy,Adventure,TV Movie",Thomas Astruc,2020,11,21,5,55,"Miraculous World: New York, United HeroeZ","https://www.themoviedb.org//movie/755812-miraculous-world-new-york,-united-heroez"
175000000.0,800526015.0,100,82,"Family,Animation,Fantasy,Music,Comedy,Adventure",Lee Unkrich,2017,11,24,4,105,Coco,https://www.themoviedb.org//movie/354912-coco
125000000.0,976475550.0,100,79,"Adventure,Fantasy",Chris Columbus,2002,4,12,4,152,Harry Potter and the Philosopher's Stone,https://www.themoviedb.org//movie/671-harry-potter-and-the-philosopher's-stone
nan,nan,86,63,Comedy,Julian Gaviria,2021,6,15,1,89,Lokillo,https://www.themoviedb.org//movie/840756-lokillo
nan,nan,100,60,Drama,Léa Mysius,2017,6,21,2,106,Ava,https://www.themoviedb.org//movie/453354-ava
21700000.0,nan,100,67,"Horror,Thriller,Action",Adam Randall,2021,10,20,2,107,Night Teeth,https://www.themoviedb.org//movie/669671-night-teeth
nan,780000.0,100,64,"Action,Adventure,Crime,Horror",Zack Snyder,2021,5,14,4,148,Army of the Dead,https://www.themoviedb.org//movie/503736-army-of-the-dead
50000000.0,155446362.0,100,61,"Action,Mystery,Science Fiction,Thriller",Ryne Douglas Pearson,2009,3,20,4,121,Knowing,https://www.themoviedb.org//movie/13811-knowing
nan,nan,100,58,Science Fiction,Luke Armstrong,2020,8,31,0,89,Solitary,https://www.themoviedb.org//movie/725273-solitary
65000000.0,168285000.0,100,76,"Animation,Family,Adventure,Fantasy,Comedy",Chris Sanders,2020,11,25,2,95,The Croods: A New Age,https://www.themoviedb.org//movie/529203-the-croods-a-new-age
nan,29900850.0,100,85,"Animation,Action,Fantasy,Adventure",Kohei Horikoshi,2020,2,26,2,104,My Hero Academia: Heroes Rising,https://www.themoviedb.org//movie/592350-my-hero-academia-heroes-rising
237000000.0,2847246203.0,100,75,"Action,Adventure,Fantasy,Science Fiction",James Cameron,2010,8,27,4,162,Avatar,https://www.themoviedb.org//movie/19995-avatar
nan,nan,100,50,"Action,Science Fiction,Thriller",Hank Braxtan,2021,8,26,3,83,Jurassic Hunt,https://www.themoviedb.org//movie/848278-jurassic-hunt
nan,nan,100,60,"Drama,Action,Thriller",Magnus Martens,2021,8,11,2,120,SAS: Red Notice,https://www.themoviedb.org//movie/595743-sas-red-notice
nan,nan,93,75,"Animation,Comedy,Fantasy",Derek Drymon,2021,4,9,4,6,Monster Pets: A Hotel Transylvania Short,https://www.themoviedb.org//movie/813258-monster-pets-a-hotel-transylvania-short
10000000.0,30763855.0,100,69,Horror,Evan Spiliotopoulos,2021,4,2,4,99,The Unholy,https://www.themoviedb.org//movie/632357-the-unholy
300000000.0,2046239637.0,100,83,"Adventure,Action,Science Fiction",Anthony Russo,2018,4,27,4,149,Avengers: Infinity War,https://www.themoviedb.org//movie/299536-avengers-infinity-war
nan,nan,100,64,"Action,Thriller",Jon Keeyes,2021,6,11,4,94,Rogue Hostage,https://www.themoviedb.org//movie/825997-rogue-hostage
160000000.0,1131927996.0,100,75,"Action,Adventure,Science Fiction",Jon Watts,2019,7,4,3,129,Spider-Man: Far From Home,https://www.themoviedb.org//movie/429617-spider-man-far-from-home
nan,nan,100,56,"Western,Action",Michael Feifer,2021,9,10,4,89,Catch the Bullet,https://www.themoviedb.org//movie/859860-catch-the-bullet
nan,nan,100,81,"Animation,Family,Fantasy,Comedy,Music,Adventure",Robert Cullen,2021,9,23,3,91,My Little Pony: A New Generation,https://www.themoviedb.org//movie/597316-my-little-pony-a-new-generation
18000000.0,nan,100,61,"Science Fiction,Adventure,Mystery,Action,Thriller,Fantasy,Comedy",Douglas Attal,2020,11,19,3,101,How I Became a Superhero,https://www.themoviedb.org//movie/641501-how-i-became-a-superhero
nan,nan,100,81,"Animation,Comedy",Rodolfo Riva Palacio Alatriste,2021,8,12,3,nan,Eggs Run,https://www.themoviedb.org//movie/573164-eggs-run
nan,nan,100,68,Horror,Amelia Moses,2021,4,23,4,82,Bloodthirsty,https://www.themoviedb.org//movie/741636-bloodthirsty
nan,nan,100,51,"Horror,Thriller,Adventure,Mystery",Andrew Traucki,2020,8,7,4,98,Black Water: Abyss,https://www.themoviedb.org//movie/522444-black-water-abyss
175000000.0,880166924.0,100,74,"Action,Adventure,Science Fiction,Drama",Jon Watts,2017,7,7,4,133,Spider-Man: Homecoming,https://www.themoviedb.org//movie/315635-spider-man-homecoming
23000000.0,22039969.0,100,71,"Action,Thriller,Crime",Robert Lorenz,2021,1,15,4,108,The Marksman,https://www.themoviedb.org//movie/634528-the-marksman
100000000.0,876688482.0,100,77,"Adventure,Fantasy",Chris Columbus,2003,4,25,4,161,Harry Potter and the Chamber of Secrets,https://www.themoviedb.org//movie/672-harry-potter-and-the-chamber-of-secrets
60000000.0,25814306.0,100,69,"Action,Fantasy,Adventure",Paul W. S. Anderson,2020,12,18,4,104,Monster Hunter,https://www.themoviedb.org//movie/458576-monster-hunter
nan,nan,100,76,"Animation,Comedy,Family",David Silverman,2021,7,7,2,6,"The Simpsons: The Good, the Bart, and the Loki","https://www.themoviedb.org//movie/846214-the-simpsons-the-good,-the-bart,-and-the-loki"
200000000.0,165160005.0,100,66,"Action,Adventure,Fantasy",Patty Jenkins,2020,12,25,4,151,Wonder Woman 1984,https://www.themoviedb.org//movie/464052-wonder-woman-1984
nan,nan,100,83,"Animation,Comedy,Mystery,Family,Fantasy",William Hanna,2021,9,14,1,72,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,https://www.themoviedb.org//movie/843906-straight-outta-nowhere-scooby-doo!-meets-courage-the-cowardly-dog
nan,nan,93,79,"Action,Adventure,Drama",Keishi Ōtomo,2021,6,4,4,138,Rurouni Kenshin: The Beginning,https://www.themoviedb.org//movie/672322-rurouni-kenshin-the-beginning
nan,nan,93,74,"Horror,Action",Jared Cohn,2021,8,13,4,87,Swim,https://www.themoviedb.org//movie/861057-swim
29000000.0,nan,93,73,"Animation,Action,Fantasy",Hajime Kamegaki,2007,8,4,5,94,Naruto Shippuden the Movie,https://www.themoviedb.org//movie/20982-naruto-shippuden-the-movie
nan,2987741.0,100,57,"Action,Crime,Drama,Thriller",Tate Taylor,2020,9,25,4,96,Ava,https://www.themoviedb.org//movie/539885-ava
5000000.0,4493306.0,100,69,"Action,Adventure",Oleg Trofim,2021,4,1,3,136,Major Grom: Plague Doctor,https://www.themoviedb.org//movie/529106-major-grom-plague-doctor
14000000.0,69497587.0,100,72,"Romance,Drama",Jenny Gage,2019,4,12,4,106,After,https://www.themoviedb.org//movie/537915-after
17000000.0,136621271.0,100,64,Comedy,Luke Greenfield,2014,8,13,2,104,Let's Be Cops,https://www.themoviedb.org//movie/193893-let's-be-cops
nan,nan,100,63,"Crime,Drama",Graziano Diana,2021,10,18,0,95,Yara,https://www.themoviedb.org//movie/747688-yara
nan,nan,100,57,"Family,Comedy",Mikey Day,2021,11,12,4,93,Home Sweet Home Alone,https://www.themoviedb.org//movie/654974-home-sweet-home-alone
nan,nan,100,68,"Action,Comedy",David Charhon,2021,7,30,4,110,The Last Mercenary,https://www.themoviedb.org//movie/729720-the-last-mercenary
139000000.0,821708551.0,100,72,"Fantasy,Action",Sam Raimi,2002,5,24,4,121,Spider-Man,https://www.themoviedb.org//movie/557-spider-man
nan,nan,100,68,"Action,Thriller",Cedric Nicolas-Troyan,2021,9,10,4,106,Kate,https://www.themoviedb.org//movie/597891-kate
61000000.0,297372261.0,100,77,"Science Fiction,Thriller,Horror",John Krasinski,2021,5,28,4,97,A Quiet Place Part II,https://www.themoviedb.org//movie/520763-a-quiet-place-part-ii
200000000.0,708962323.0,100,64,"Action,Adventure,Fantasy",Alex Kurtzman,2014,5,2,4,142,The Amazing Spider-Man 2,https://www.themoviedb.org//movie/102382-the-amazing-spider-man-2
50000000.0,132000000.0,100,71,"Comedy,Family,Animation",William Hanna,2021,2,26,4,101,Tom & Jerry,https://www.themoviedb.org//movie/587807-tom-&-jerry
150000000.0,895921036.0,100,78,"Adventure,Fantasy,Family",Mike Newell,2005,11,18,4,157,Harry Potter and the Goblet of Fire,https://www.themoviedb.org//movie/674-harry-potter-and-the-goblet-of-fire
125000000.0,1341511219.0,100,81,"Fantasy,Adventure",David Yates,2011,7,15,4,130,Harry Potter and the Deathly Hallows: Part 2,https://www.themoviedb.org//movie/12445-harry-potter-and-the-deathly-hallows-part-2
nan,nan,100,68,Animation,Jack Kirby,2014,9,16,1,118,Marvel Knights: Eternals,https://www.themoviedb.org//movie/375211-marvel-knights-eternals
130000000.0,789804554.0,100,80,"Adventure,Fantasy",Alfonso Cuarón,2004,6,4,4,141,Harry Potter and the Prisoner of Azkaban,https://www.themoviedb.org//movie/673-harry-potter-and-the-prisoner-of-azkaban
1000000.0,16500000.0,100,79,"Action,Romance,Animation",Tsuneo Kobayashi,2014,12,6,5,114,The Last: Naruto the Movie,https://www.themoviedb.org//movie/317442-the-last-naruto-the-movie
220000000.0,1518815515.0,100,77,"Science Fiction,Action,Adventure",Joss Whedon,2012,4,27,4,143,The Avengers,https://www.themoviedb.org//movie/24428-the-avengers
258000000.0,890871626.0,100,63,"Fantasy,Action,Adventure",Sam Raimi,2007,5,3,3,139,Spider-Man 3,https://www.themoviedb.org//movie/559-spider-man-3
6500000.0,250811.0,100,62,"Comedy,Horror",Josh Ruben,2021,7,1,3,97,Werewolves Within,https://www.themoviedb.org//movie/800497-werewolves-within
nan,25860000.0,100,82,"Animation,Family,Comedy,Fantasy",Chris Appelhans,2021,1,15,4,99,Wish Dragon,https://www.themoviedb.org//movie/550205-wish-dragon
150000000.0,136384442.0,100,82,"Animation,Comedy,Fantasy,Family",Pete Docter,2020,12,25,4,101,Soul,https://www.themoviedb.org//movie/508442-soul
nan,nan,100,83,Comedy,Raúl Martínez,2021,7,15,3,86,El mesero,https://www.themoviedb.org//movie/678580-el-mesero
250000000.0,954305868.0,100,78,"Adventure,Fantasy",David Yates,2010,11,19,4,146,Harry Potter and the Deathly Hallows: Part 1,https://www.themoviedb.org//movie/12444-harry-potter-and-the-deathly-hallows-part-1
nan,nan,100,68,"Action,Comedy",Tanya Wexler,2021,7,15,3,91,Jolt,https://www.themoviedb.org//movie/617502-jolt
nan,46000000.0,100,74,"Animation,Science Fiction,Family,Comedy",Sarah Smith,2021,10,22,4,106,Ron's Gone Wrong,https://www.themoviedb.org//movie/482321-ron's-gone-wrong
nan,nan,64,64,"Animation,Drama,Romance",Masahiro Takata,2020,12,11,4,53,"Yes, No, or Maybe Half?","https://www.themoviedb.org//movie/719088-yes,-no,-or-maybe-half?"
nan,nan,100,61,"Animation,Action,Fantasy",Kyohei Ishiguro,2021,10,12,1,80,Bright: Samurai Soul,https://www.themoviedb.org//movie/839100-bright-samurai-soul
356000000.0,2797800564.0,100,83,"Adventure,Science Fiction,Action",Joe Russo,2019,4,26,4,181,Avengers: Endgame,https://www.themoviedb.org//movie/299534-avengers-endgame
30000000.0,17635215.0,100,78,"Animation,Adventure,Family,Western",Elaine Bogan,2021,6,4,4,88,Spirit Untamed,https://www.themoviedb.org//movie/637693-spirit-untamed
nan,nan,100,77,"Animation,Family,Comedy",Kirk DeMicco,2021,8,6,4,99,Vivo,https://www.themoviedb.org//movie/449406-vivo
nan,5802422.0,100,59,"Action,Drama,Horror,Science Fiction,Thriller",Àlex Pastor,2009,9,4,4,84,Carriers,https://www.themoviedb.org//movie/25769-carriers
nan,nan,86,40,"Animation,Fantasy,Family",Jacinth Tan Yi Ting,2021,10,15,4,24,Sharkdog’s Fintastic Halloween,https://www.themoviedb.org//movie/878962-sharkdog’s-fintastic-halloween
150000000.0,629443428.0,100,63,"Fantasy,Action",Peter Berg,2008,7,1,1,92,Hancock,https://www.themoviedb.org//movie/8960-hancock
12000000.0,31478826.0,100,80,"Animation,Action,Adventure,Fantasy",Kohei Horikoshi,2018,9,25,1,96,My Hero Academia: Two Heroes,https://www.themoviedb.org//movie/505262-my-hero-academia-two-heroes
nan,nan,100,56,Action,Renny Harlin,2021,6,11,4,94,The Misfits,https://www.themoviedb.org//movie/581644-the-misfits
nan,nan,100,67,"Family,Animation,Science Fiction,Comedy",Ken Cunningham,2021,10,1,4,45,LEGO Star Wars Terrifying Tales,https://www.themoviedb.org//movie/857702-lego-star-wars-terrifying-tales
250000000.0,933959197.0,100,77,"Adventure,Fantasy",David Yates,2009,7,8,2,153,Harry Potter and the Half-Blood Prince,https://www.themoviedb.org//movie/767-harry-potter-and-the-half-blood-prince
nan,nan,100,56,"Horror,Thriller",Christian Bisceglia,2013,6,21,4,87,The Haunting of Helena,https://www.themoviedb.org//movie/159211-the-haunting-of-helena
nan,40200000.0,100,77,"Animation,Action,Comedy",Masashi Kishimoto,2015,8,7,4,95,Boruto: Naruto the Movie,https://www.themoviedb.org//movie/347201-boruto-naruto-the-movie
45.0,nan,100,65,"Family,Fantasy,Adventure,Comedy,Horror",Robert Zemeckis,2020,10,25,6,106,Roald Dahl's The Witches,https://www.themoviedb.org//movie/531219-roald-dahl's-the-witches
